Data/Hora, Temperatura Interna, Temperatura Externa, Temperatura Referencia, Valor Potenciômetro
02/09/22 07:40:24,42.8,22.2,22.2,-100
02/09/22 07:40:26,42.8,22.2,22.2,-100
02/09/22 07:40:28,42.6,22.2,22.2,-100
02/09/22 07:40:30,42.6,22.2,22.2,-100
02/09/22 07:40:32,42.4,22.2,22.2,-100
02/09/22 07:40:34,42.0,22.2,22.2,-100
02/09/22 07:40:36,41.7,22.2,22.2,-100
02/09/22 07:40:38,41.3,22.2,22.2,-100
02/09/22 07:40:40,41.3,22.2,22.2,-100
02/09/22 07:40:42,40.9,22.2,22.2,-100
02/09/22 07:40:44,40.6,22.2,22.2,-100
02/09/22 07:40:47,40.2,22.2,22.2,-100
02/09/22 07:40:49,40.2,22.2,22.2,-100
02/09/22 07:40:51,39.9,22.2,22.2,-100
02/09/22 07:40:53,39.5,22.2,22.2,-100
02/09/22 07:40:55,39.1,22.2,22.2,-100
02/09/22 07:40:57,38.8,22.2,22.2,-100
02/09/22 07:40:59,38.8,22.2,22.2,-100
02/09/22 07:41:01,38.4,22.2,22.2,-100
02/09/22 07:41:03,38.1,22.2,22.2,-100
02/09/22 07:41:05,37.7,22.2,22.2,-100
02/09/22 07:41:07,37.7,22.2,22.2,-100
02/09/22 07:41:09,37.4,22.2,22.2,-100
02/09/22 07:41:11,37.1,22.2,22.2,-100
02/09/22 07:41:13,36.8,22.2,22.2,-100
02/09/22 07:41:15,36.4,22.2,22.2,-100
02/09/22 07:41:17,36.4,22.2,22.2,-100
02/09/22 07:41:36,35.2,22.2,65.0,100
02/09/22 07:41:38,35.2,22.2,65.0,100
02/09/22 07:41:40,35.2,22.2,65.0,100
02/09/22 07:41:42,35.2,22.2,65.0,100
02/09/22 07:41:44,35.3,22.2,65.0,100
02/09/22 07:41:46,35.4,22.2,65.0,100
02/09/22 07:41:48,35.5,22.2,65.0,100
02/09/22 07:41:50,35.5,22.2,65.0,100
02/09/22 07:41:53,35.8,22.2,65.0,100
02/09/22 07:41:55,35.9,22.2,65.0,100
02/09/22 07:41:57,36.3,22.2,65.0,100
02/09/22 07:41:59,36.3,22.2,65.0,100
02/09/22 07:42:01,36.6,22.2,65.0,100
02/09/22 07:42:03,36.9,22.2,65.0,100
02/09/22 07:42:05,37.3,22.2,65.0,100
02/09/22 07:42:07,37.8,22.2,65.0,100
02/09/22 07:42:09,37.8,22.2,65.0,100
02/09/22 07:42:11,38.2,22.2,65.0,100
02/09/22 07:42:13,38.7,22.2,65.0,100
02/09/22 07:42:15,39.1,22.2,65.0,100
02/09/22 07:42:17,39.1,22.2,65.0,100
02/09/22 07:42:19,39.7,22.2,65.0,100
02/09/22 07:42:21,40.2,22.2,65.0,100
02/09/22 07:42:23,40.8,22.2,65.0,100
02/09/22 07:42:25,41.3,22.2,65.0,100
02/09/22 07:42:27,41.3,22.2,65.0,100
02/09/22 07:42:29,41.9,22.2,65.0,100
02/09/22 07:42:31,42.6,22.2,65.0,100
02/09/22 07:42:33,43.2,22.2,65.0,100
02/09/22 07:42:35,43.2,22.2,65.0,100
02/09/22 07:42:37,43.8,22.2,65.0,100
02/09/22 07:42:39,44.4,22.2,65.0,100
02/09/22 07:42:41,45.1,22.2,65.0,100
02/09/22 07:42:43,45.8,22.2,65.0,100
02/09/22 07:42:45,45.8,22.2,65.0,100
02/09/22 07:42:47,46.5,22.2,65.0,100
02/09/22 07:42:49,47.2,22.2,65.0,100
02/09/22 07:42:51,47.9,22.2,65.0,100
02/09/22 07:42:53,47.9,22.2,65.0,100
02/09/22 07:42:55,48.6,22.2,65.0,100
02/09/22 07:42:57,49.3,22.2,65.0,100
02/09/22 07:42:59,50.0,22.2,65.0,100
02/09/22 07:43:02,50.7,22.2,65.0,100
02/09/22 07:43:04,50.7,22.2,65.0,100
02/09/22 07:43:06,51.4,22.2,65.0,100
02/09/22 07:43:08,52.1,22.2,65.0,100
02/09/22 07:43:10,52.9,22.2,65.0,100
02/09/22 07:43:12,52.9,22.2,65.0,100
02/09/22 07:43:14,53.6,22.2,65.0,100
02/09/22 07:43:16,54.3,22.2,65.0,100
02/09/22 07:43:18,55.1,22.2,65.0,100
02/09/22 07:43:20,55.8,22.2,65.0,100
02/09/22 07:43:22,55.8,22.2,65.0,100
02/09/22 07:43:24,56.5,22.2,65.0,100
02/09/22 07:43:26,57.2,22.2,65.0,100
02/09/22 07:43:28,57.9,22.2,65.0,100
02/09/22 07:43:30,57.9,22.2,65.0,100
02/09/22 07:43:32,58.7,22.2,65.0,100
02/09/22 07:43:34,59.4,22.2,65.0,100
02/09/22 07:43:36,60.1,22.2,65.0,100
02/09/22 07:43:38,60.9,22.2,65.0,83
02/09/22 07:43:40,60.9,22.2,65.0,100
02/09/22 07:43:42,61.6,22.2,65.0,61
02/09/22 07:43:44,62.3,22.2,65.0,48
02/09/22 07:43:46,63.0,22.2,65.0,28
02/09/22 07:43:48,63.0,22.2,65.0,100
02/09/22 07:43:50,63.8,22.2,65.0,-2
02/09/22 07:43:52,64.4,22.2,65.0,-4
02/09/22 07:43:54,65.0,22.2,65.0,-23
02/09/22 07:43:56,65.6,22.2,65.0,-32
